1,34.83353805541992
100,5.731908321380615
200,4.242810249328613
300,5.749279975891113
1,34.752418518066406
2,28.916566848754883
3,21.01113510131836
4,18.3854923248291
5,12.457404136657715
6,12.410077095031738
7,11.76219367980957
8,12.814370155334473
9,10.95596694946289
10,10.362604141235352
11,10.759458541870117
12,10.339715957641602
13,8.755165100097656
14,7.625016689300537
15,8.152950286865234
16,8.226766586303711
17,7.940807342529297
18,7.285351276397705
19,8.314170837402344
20,8.638225555419922
21,8.060718536376953
22,8.822661399841309
23,9.29019832611084
24,8.278888702392578
25,8.96578311920166
26,8.026387214660645
27,8.06545352935791
28,7.1624908447265625
29,10.754568099975586
30,7.7993083000183105
31,7.935751438140869
32,7.444512367248535
33,7.052028179168701
34,10.1975736618042
35,9.513049125671387
36,7.291795253753662
37,6.959033012390137
38,6.58349084854126
39,9.312161445617676
40,8.034821510314941
41,8.78934383392334
42,9.37508773803711
43,9.907651901245117
44,8.333999633789062
45,5.9654541015625
46,7.586986064910889
47,5.211538791656494
48,6.443769454956055
49,8.280987739562988
50,9.229738235473633
51,9.893806457519531
52,7.079128265380859
53,7.454156875610352
54,6.5589752197265625
