1,34.883121490478516
100,5.307239055633545
200,4.0957441329956055
300,4.931049823760986
400,6.231512069702148
500,3.408250331878662
600,4.23370361328125
700,4.313292026519775
800,3.0437564849853516
900,4.012913703918457
1000,3.8545544147491455
1100,2.885742664337158
1200,3.190507173538208
1300,4.3791890144348145
1400,3.0316431522369385
1500,4.2617716789245605
1600,6.463718891143799
1700,4.2303080558776855
1800,3.174485683441162
1900,4.50496244430542
2000,6.342520236968994
2100,3.4396615028381348
2200,5.378292083740234
2300,4.427468776702881
2400,7.897928714752197
2500,3.821016311645508
2600,2.8418169021606445
2700,3.838628053665161
2800,3.7566914558410645
2900,4.044131755828857
3000,3.201148509979248
3100,3.349792003631592
3200,3.580186367034912
3300,3.657914161682129
3400,3.7768263816833496
3500,6.988218784332275
3600,4.308121204376221
3700,5.007588863372803
3800,4.300473690032959
3900,3.9514284133911133
4000,3.3932461738586426
4100,3.3364572525024414
4200,3.719587564468384
4300,3.849029064178467
4400,4.57578182220459
4500,3.264209747314453
4600,3.307283878326416
4700,3.2142343521118164
4800,2.5301129817962646
4900,3.822244167327881
5000,5.78261661529541
5100,2.9734413623809814
5200,4.028896331787109
5300,3.7685441970825195
5400,3.795323610305786
5500,4.493607044219971
5600,2.5422792434692383
5700,2.9034264087677
5800,4.256194591522217
5900,2.930532455444336
6000,4.983712673187256
6100,4.783872604370117
6200,3.3103175163269043
6300,4.903726100921631
6400,2.633281707763672
6500,2.8842411041259766
6600,3.8528831005096436
6700,3.1356019973754883
6800,3.2856178283691406
6900,3.535745143890381
7000,2.8607563972473145
7100,3.533963918685913
7200,3.2481844425201416
7300,4.270081996917725
7400,2.4962663650512695
7500,2.812701463699341
7600,3.597909927368164
7700,2.894602060317993
7800,5.056837558746338
7900,4.876119613647461
8000,4.177609920501709
8100,2.9764785766601562
8200,2.7012856006622314
8300,3.7118546962738037
8400,6.911098480224609
8500,3.2950711250305176
8600,2.6256768703460693
8700,3.60587477684021
8800,2.701611042022705
8900,4.60400915145874
9000,2.722949504852295
9100,5.317713737487793
9200,3.256159543991089
9300,3.5332727432250977
9400,3.8425064086914062
